verified;variant;url;title;rating;product;images;date;content;author;Split_4;Split_3;Split_2;Split_1;Sentiment_4;Sentiment_3;Sentiment_2;Sentiment_1;Keywords_4;Keywords_3;Keywords_2;Keywords_1
Yes;Color: Rose Gold;https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/product-reviews/B0731HBTZ7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Very good phone;5.0;Apple iPhone 7, GSM Unlocked, 32GB - Rose Gold (Renewed);;22 May 2021;All good;Amazon Customer;xyz;xyz;xyz;All good;other;other;other;other;['xyz'];['xyz'];['xyz'];['good', 'all']
