verified;variant;url;title;rating;product;images;date;content;author;Split_4;Split_3;Split_2;Split_1;Sentiment_4;Sentiment_3;Sentiment_2;Sentiment_1;Keywords_4;Keywords_3;Keywords_2;Keywords_1
Yes;Color: Matte Black;https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/product-reviews/B0731HBTZ7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Don't do it;1.0;Apple iPhone 7, GSM Unlocked, 32GB - Rose Gold (Renewed);;06 May 2021;I will never buy another phone from Amazon. The speaker did not work I could not hear them an they could not hear me.;Edwana;xyz;xyz;The speaker did not work I could not hear them an they could not hear me.;I will never buy another phone from Amazon.;other;other;bug;other;['xyz'];['xyz'];['not', 'work', 'speaker'];['never', 'amazon', 'buy']
Yes;Color: Matte Black;https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/product-reviews/B0731HBTZ7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Battery problem;1.0;Apple iPhone 7, GSM Unlocked, 32GB - Rose Gold (Renewed);;06 May 2021;Battery runs down fast;Delroy cornette;xyz;xyz;xyz;Battery runs down fast;other;other;other;other;['xyz'];['xyz'];['xyz'];['fast', 'runs', 'battery']
