verified;variant;url;title;rating;product;images;date;content;author;Split_4;Split_3;Split_2;Split_1;Sentiment_4;Sentiment_3;Sentiment_2;Sentiment_1;Keywords_4;Keywords_3;Keywords_2;Keywords_1
Yes;Color: Matte Black;https://www.amazon.com/Apple-iPhone-32GB-Rose-Renewed/product-reviews/B0731HBTZ7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;could not receive calls;1.0;Apple iPhone 7, GSM Unlocked, 32GB - Rose Gold (Renewed);;10 Jun 2021;cell phone lasted 9 months;Amazon Customer;xyz;xyz;xyz;cell phone lasted 9 months;other;other;other;other;['xyz'];['xyz'];['xyz'];['months', 'cell', 'phone']
