title;content;date;variant;verified;images;author;rating;product;url;Split_1;Split_2;Split_3;Split_4;Sentiment_1;Sentiment_2;Sentiment_3;Sentiment_4;Keywords_1;Keywords_2;Keywords_3;Keywords_4
Came super quick! Thanks Nintendo!;Came within a day! Awesome little system!;27 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;https://images-na.ssl-images-amazon.com/images/I/91WDjVURkiL._SY88.jpg;Tyler Whyte-Heath;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Came within a day!;Awesome little system!;xyz;xyz;xyz;xyz;xyz;xyz;['day', 'came', 'within'];['awesome', 'system', 'little'];['xyz'];['xyz']
Getting bored now;Originally it was fun, but after a couple of months, I felt bored. So I don't felt it a good value;27 Feb 2021;Style: Console Color: Green and Blue;No;;Vivian Washington;3.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Originally it was fun, but after a couple of months, I felt bored.;So I don't felt it a good value;xyz;xyz;xyz;xyz;xyz;xyz;['bored', 'months', 'couple'];['good', 'felt', 'value'];['xyz'];['xyz']
Arrived 4 days early! So happy!;Brand new in box and directions super easy to get up and running.;27 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;bluejay6537;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Brand new in box and directions super easy to get up and running.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['new', 'super', 'running'];['xyz'];['xyz'];['xyz']
MISSING JOYCONS!;Missing the joycons.  Came with everything else but the controllers. Really annoying to spend so much money and not receive the whole product. My kid really was looking forward to having her own animal crossing switch. Now she can't even play it.;27 Feb 2021;Style: Console Color: Green and Blue;Yes;https://images-na.ssl-images-amazon.com/images/I/B1a2tWW+myS._SY88.jpg;Kyle Thomas;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Missing the joycons.;Came with everything else but the controllers.;Really annoying to spend so much money and not receive the whole product.;My kid really was looking forward to having her own animal crossing switch.;xyz;xyz;xyz;xyz;['missing', 'joycons', 'the'];['else', 'controllers', 'everything'];['annoying', 'money', 'spend'];['kid', 'switch', 'animal']
But I still like it;I liked the switch in general but I did not like the colors I’m trying to change them;27 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Zechariah Poteet;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I liked the switch in general but I did not like the colors I’m trying to change them;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['liked', 'trying', 'change'];['xyz'];['xyz'];['xyz']
Yeahhhhhh;It’s a really cool consul;27 Feb 2021;Style: Console Color: Gray;Yes;;Grimm;4.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It’s a really cool consul;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['consul', 'cool', 'really'];['xyz'];['xyz'];['xyz']
Animal Crossing Switch is Perfect!;I love the cute cradle design and the joycon colors are awesome! The console has an Animal Crossing design on the back side but I keep mine in the cradle most of the time. Everything works perfect, lots of games to choose from, and of course the Animal Crossing New Horizons game is the best! I have spent way too many hours playing away on my island. For the amount of time and enjoyment I have gotten out of the Switch it's easily the best purchase I made in 2020.;26 Feb 2021;Style: Console Color: Green and Blue;Yes;;Buffy;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I love the cute cradle design and the joycon colors are awesome!;The console has an Animal Crossing design on the back side but I keep mine in the cradle most of the time.;Everything works perfect, lots of games to choose from, and of course the Animal Crossing New Horizons game is the best!;I have spent way too many hours playing away on my island.;xyz;xyz;xyz;xyz;['joycon', 'cute', 'love'];['cradle', 'console', 'animal'];['perfect', 'best', 'games'];['hours', 'many', 'spent']
Really great machine;Google graphics,  games are  also  good.;26 Feb 2021;Style: Console Color: Green and Blue;Yes;;diana shoemaker;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Google graphics,  games are  also  good.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['graphics', 'google', 'good'];['xyz'];['xyz'];['xyz']
Arrived early and damage free!;The product was packaged and delivered with care. Nothing in the box was missing and everything appeared brand new/untouched. I gifted this to my sister for her birthday. It has been about two months and no internal or external issues so far... hopefully it stays that way!;26 Feb 2021;Style: Console Color: Gray;Yes;;Amazon Customer;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;The product was packaged and delivered with care.;Nothing in the box was missing and everything appeared brand new/untouched.;I gifted this to my sister for her birthday.;It has been about two months and no internal or external issues so far... hopefully it stays that way!;xyz;xyz;xyz;xyz;['packaged', 'care', 'product'];['everything', 'untouched', 'nothing'];['sister', 'birthday', 'her'];['months', 'stays', 'two']
Got an international version, not US, Nintendo will not support;I ordered this item, as the box indicates it is a US version of the switch. However, I received an international JP version from the seller. The fan is having issues now, and Nintendo will not support because I have a USA address. So I am up a creek. Would recommend looking elsewhere and making sure you get the USA version!;26 Feb 2021;Style: Console Color: Green and Blue;Yes;;Amazon Customer;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I ordered this item, as the box indicates it is a US version of the switch.;However, I received an international JP version from the seller.;The fan is having issues now, and Nintendo will not support because I have a USA address.;So I am up a creek.;xyz;xyz;xyz;xyz;['ordered', 'box', 'switch'];['seller', 'jp', 'international'];['issues', 'nintendo', 'fan'];['creek', 'up', 'am']
POG;It's very pog;26 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Juan;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It's very pog;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['pog', 'very', 'it'];['xyz'];['xyz'];['xyz']
Clean, new, but not what i ordered;Great I love my switch but my biggest complaint is that I ordered black joycons and was sent red and blue ones. Its very much a first world problem, but it’s disappointing especially when you order something in this price range that youve waited for and saved months for.;25 Feb 2021;Style: Console Color: Gray;Yes;;momma1020;2.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Great I love my switch but my biggest complaint is that I ordered black joycons and was sent red and blue ones.;Its very much a first world problem, but it’s disappointing especially when you order something in this price range that youve waited for and saved months for.;xyz;xyz;xyz;xyz;xyz;xyz;['joycons', 'black', 'blue'];['disappointing', 'months', 'problem'];['xyz'];['xyz']
Love this!;It is exactly what is pictured, and works perfectly. My son got this for Christmas. I wouldn’t spend 500$ on it. But it’s the best colored one.;25 Feb 2021;Style: Console Color: Green and Blue;Yes;;Dee Austin;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It is exactly what is pictured, and works perfectly.;My son got this for Christmas.;I wouldn’t spend 500$ on it.;But it’s the best colored one.;xyz;xyz;xyz;xyz;['perfectly', 'exactly', 'works'];['christmas', 'son', 'my'];['500', 'spend', 'wouldn'];['best', 'colored', 'one']
Stopped working after 6 weeks;Switch stopped working after 6 weeks. Wont charge nor power on. Unit is completely dead;25 Feb 2021;Style: Console Color: Neon Blue and Red;No;;Danielle Hurley;1.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Switch stopped working after 6 weeks.;Wont charge nor power on.;Unit is completely dead;xyz;xyz;xyz;xyz;xyz;['stopped', 'weeks', 'after'];['wont', 'nor', 'power'];['dead', 'completely', 'is'];['xyz']
Love my new switch!;Love love love my new switch!! AND it arrived the day after I ordered it!!! Love it!!;25 Feb 2021;Style: Console Color: Gray;Yes;;Rorilynn;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Love love love my new switch!!;AND it arrived the day after I ordered it!!!;Love it!;!;xyz;xyz;xyz;xyz;['love', 'new', 'switch'];['day', 'arrived', 'ordered'];['love', 'it'];[]
Switch;Cant stop playing!!! So much fun just need my mario games;25 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Chassity Mcdonald;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Cant stop playing!!!;So much fun just need my mario games;xyz;xyz;xyz;xyz;xyz;xyz;['cant', 'playing', 'stop'];['mario', 'fun', 'games'];['xyz'];['xyz']
Satisfied customer;was super skeptical in buying since it was used. It worked perfect! Cosmetic was perfect condition. Why spend more? Buy the used one!;25 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Destiny Dawn Carver;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;was super skeptical in buying since it was used.;It worked perfect!;Cosmetic was perfect condition.;Why spend more?;xyz;xyz;xyz;xyz;['skeptical', 'buying', 'used'];['perfect', 'worked', 'it'];['perfect', 'cosmetic', 'condition'];['more', 'spend', 'why']
Gameboy 2020;Reminds me of the old gameboy but everything 3d fast and vivid;25 Feb 2021;Style: Console Color: Gray;Yes;;DiddyDid;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Reminds me of the old gameboy but everything 3d fast and vivid;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['fast', 'gameboy', 'vivid'];['xyz'];['xyz'];['xyz']
Absolutely Awesome;Great producg for a good price. I love the outsidr designs and am so glad I got it for my sister who absolutely loves animal crossing.;25 Feb 2021;Style: Console Color: Green and Blue;Yes;;Brittany M;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Great producg for a good price.;I love the outsidr designs and am so glad I got it for my sister who absolutely loves animal crossing.;xyz;xyz;xyz;xyz;xyz;xyz;['great', 'good', 'price'];['sister', 'love', 'loves'];['xyz'];['xyz']
kids love it;Great deal;25 Feb 2021;Style: Console Color: Green and Blue;Yes;;Amazon Customer;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Great deal;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['great', 'deal'];['xyz'];['xyz'];['xyz']
Package received open!;The device seem to work okay  but I was very, very displeased that my package arrived open.;25 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Kemar Mighty;2.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;The device seem to work okay  but I was very, very displeased that my package arrived open.;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['displeased', 'arrived', 'open'];['xyz'];['xyz'];['xyz']
Coo;Be careful.of when you decide to buy, a few months ago I paid 400 bucks for this and now it's only 300 thats it, besides  that it's a really cool console, I highly recommend!!;25 Feb 2021;Style: Console Color: Green and Blue;No;;Michael;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Be careful.of when you decide to buy, a few months ago I paid 400 bucks for this and now it's only 300 thats it, besides  that it's a really cool console, I highly recommend!;!;xyz;xyz;xyz;xyz;xyz;xyz;['300', '400', 'paid'];[];['xyz'];['xyz']
A covid necessity;We love our switch. Use it every day!;24 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Michele lace;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;We love our switch.;Use it every day!;xyz;xyz;xyz;xyz;xyz;xyz;['love', 'switch', 'our'];['every', 'day', 'use'];['xyz'];['xyz']
Fun for kids and adults;I bought this for my son’s birthday but to be honest I enjoy playing it myself. I am considering buying one for me as well.;24 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;MochaDelight;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;I bought this for my son’s birthday but to be honest I enjoy playing it myself.;I am considering buying one for me as well.;xyz;xyz;xyz;xyz;xyz;xyz;['birthday', 'son', 'playing'];['buying', 'considering', 'for'];['xyz'];['xyz']
love it;everything works perfectly what wasnt perfect was the guy who deliever the package threw it other than that you should find ppls who deliever the packages not throw it on ppls door steps ring the bell and hightail and leave;24 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Amazon Customer;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;everything works perfectly what wasnt perfect was the guy who deliever the package threw it other than that you should find ppls who deliever the packages not throw it on ppls door steps ring the bell and hightail and leave;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['threw', 'throw', 'packages'];['xyz'];['xyz'];['xyz']
Nice console;A nice console so far, great price all things considered, it's not as powerful as an xbox or a play station but it kinda gets you entertained, it has a nice library of games and although I'm not used to play on the go it's nice to have the option, the only thing that's really a bummer it's the price of the games, they're really expensive considerig the price of the other two consoles, it's definitely a different console but it's fun and a nice acquisition for a gamer;24 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Agustin Sandoval;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;A nice console so far, great price all things considered, it's not as powerful as an xbox or a play station but it kinda gets you entertained, it has a nice library of games and although I'm not used to play on the go it's nice to have the option, the only thing that's really a bummer it's the price of the games, they're really expensive considerig the price of the other two consoles, it's definitely a different console but it's fun and a nice acquisition for a gamer;xyz;xyz;xyz;xyz;xyz;xyz;xyz;['xbox', 'expensive', 'gamer'];['xyz'];['xyz'];['xyz']
Excelente!;It’s a great pass time. My husband’s and I are having a blast. Easy to connect on tv, without all those plugs here and there.;24 Feb 2021;Style: Console Color: Neon Blue and Red;Yes;;Amazon Customer;5.0;Nintendo Switch with Gray Joy‑Con - HAC-001(-01);https://www.amazon.com/Nintendo-Switch-Gray-Joy%E2%80%91-HAC-001/product-reviews/B07VJRZ62R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;It’s a great pass time.;My husband’s and I are having a blast.;Easy to connect on tv, without all those plugs here and there.;xyz;xyz;xyz;xyz;xyz;['great', 'pass', 'time'];['husband', 'blast', 'my'];['easy', 'tv', 'without'];['xyz']
